id;hip;hd;hr;gl;bf;proper;ra;dec;dist;pmra;pmdec;rv;mag;absmag;spect;ci;x;y;z;Xn;Yn;Zn;rarad;decrad;bayer;flam;con;comp;comp_primary;base;lum;var;var_min;var_max
28165;28237;40111;2084;;139    Tau;;5.966571;25.953912;476.1905;-2.85;-1.69;8;4.81;-3.579;B1Ib;-0.088;3.747114;428.148631;208.403863;0.007868939;0.89911208;0.43764809;1.562044664;0.452981214;;139;Tau;1;28165;;2352.881202;;;
28256;28328;40808;2120;;Eta Col;;5.985778;-42.815135;144.7178;18.53;-11.45;17;3.96;-1.843;K0III;1.146;0.395224;106.157169;-98.3554;0.002730998;0.733546039;-0.679635815;1.567073051;-0.747265082;Eta;;Col;1;28256;;475.5541763;;;
28287;28358;40035;2077;;33Del Aur;;5.992111;54.284656;38.6399;86.31;-134.05;8;3.72;0.785;K0III;1.01;0.046526;22.55637;31.372845;0.001204092;0.583758498;0.811928732;1.568731066;0.947445981;Del;33;Aur;1;28287;;42.26686143;;;
28288;28360;40183;2088;NN 3375;34Bet Aur;Menkalinan;5.992149;44.947433;24.8694;-56.41;-0.88;-19.4;1.9;-0.078;A2V;0.077;0.036195;17.601288;17.569058;0.001455403;0.7077488;0.70645283;1.568740945;0.784480691;Bet;34;Aur;1;28288;;93.58365436;Bet;1.967;1.897
28309;28380;40312;2095;;37The Aur;;5.995351;37.212585;50.7614;42.09;-73.61;30;2.65;-0.878;A0p Si;-0.083;0.049188;40.426416;30.69934;0.000969004;0.79640073;0.604777252;1.569579154;0.649482133;The;37;Aur;1;28309;;195.523967;The;2.66;2.63
28333;28404;40239;2091;;35Pi  Aur;;5.998917;45.936736;230.4147;-2.42;-7.32;1;4.3;-2.513;M3IIvar;1.701;0.045456;160.242415;165.569637;0.000197279;0.695452222;0.71857237;1.570512706;0.801747283;Pi;35;Aur;1;28333;;881.4547044;Pi;4.349;4.239
28342;28413;40657;2113;;;;6.00093;-3.074253;129.0323;6.87;-72.71;26;4.53;-1.023;K2IIIvar;1.202;-0.031384;128.846834;-6.920028;-0.000243226;0.998562639;-0.0536302;1.571039898;-0.053655845;;;Ori;1;28342;;223.4601058;;;
28503;28574;40967;2128;;3    Mon;;6.030673;-10.59793;240.3846;-6.88;3.59;39;4.92;-1.985;B5III;-0.128;-1.897366;236.276842;-44.210601;-0.007893043;0.982911726;-0.183916112;1.578826422;-0.18496878;;3;Mon;1;28503;;542.0008904;;;
28543;28614;40932;2124;;61Mu  Ori;;6.039722;9.647276;47.5059;14.19;-37.44;45;4.12;0.736;Am...;0.17;-0.487031;46.83194;7.961214;-0.010252011;0.985813131;0.16758369;1.581195478;0.168376739;Mu;61;Ori;1;28543;;44.21809211;;;
28645;28716;41117;2135;;62Chi2Ori;;6.065329;20.138452;552.4862;2.19;-2.81;17;4.64;-4.072;B2Iavar;0.236;-8.871117;518.633356;190.215445;-0.016056721;0.938726354;0.344289948;1.587899447;0.35148229;Chi-2;62;Ori;1;28645;;3705.100563;;;
28664;28734;41116;2134;;1    Gem;;6.068671;23.263341;47.5511;-2.6;-119.72;20;4.16;0.774;G7III;0.835;-0.785331;43.678266;18.780748;-0.016515517;0.918554271;0.394959275;1.588774308;0.406021896;;1;Gem;1;28664;;42.6972594;;;
28744;28816;41511;2148;;17    Lep;;6.083091;-16.484435;278.5515;-5.57;-3.17;20;4.92;-2.305;Ap shell;0.196;-5.809895;267.039134;-79.040392;-0.020857525;0.958670601;-0.28375504;1.592549623;-0.287707662;;17;Lep;1;28744;;727.7798045;SS;4.943;4.893
28837;28910;41695;2155;;18The Lep;;6.10259;-14.935254;52.9661;-16.87;13.16;32;4.67;1.05;A0V;0.046;-1.374348;51.158602;-13.650887;-0.025947691;0.965874437;-0.257728755;1.597654335;-0.260669362;The;18;Lep;1;28837;;33.11311215;;;
28966;29038;41753;2159;;67Nu  Ori;;6.126201;14.768472;158.2278;4.95;-21.18;24;4.42;-1.576;B3IV;-0.164;-5.054138;152.917263;40.334489;-0.031942162;0.966437396;0.254914048;1.603835751;0.257758456;Nu;67;Ori;1;28966;;371.8775833;;;
29203;29276;42933;2212;;Del Pic;;6.171642;-54.968645;398.4064;-4.11;6.53;31;4.72;-3.282;B0.5IV;-0.229;-10.273101;228.464394;-326.230539;-0.025785482;0.573445592;-0.8188386;1.61573206;-0.959383834;Del;;Pic;1;29203;;1789.781439;Del;4.883;4.673
29353;29426;42560;2199;;70Xi  Ori;;6.198999;14.208765;186.2197;-1.59;-20.23;24;4.45;-1.9;B3IV;-0.18;-9.400594;180.27811;45.708737;-0.0504812;0.968093655;0.245455969;1.6228941;0.247989733;Xi;70;Ori;1;29353;;501.1872336;;;
29361;29434;42545;2198;;69    Ori;;6.200911;16.130406;162.0746;5.57;-16.77;22;4.95;-1.099;B5Vn;-0.149;-8.185486;155.478891;45.028347;-0.050504434;0.959304487;0.277824823;1.623394683;0.281528695;;69;Ori;1;29361;;239.6624529;;;
29578;29651;43232;2227;;5Gam Mon;;6.247592;-6.274776;152.6718;-6.18;-20.06;-5;3.99;-1.929;K3III;1.319;-9.829941;151.438427;-16.686522;-0.064386095;0.991921409;-0.109296687;1.635615879;-0.109515503;Gam;5;Mon;1;29578;;514.7543199;;;
29582;29655;42995;2216;;7Eta Gem;;6.247961;22.506799;117.9245;-62.53;-10.24;19;3.31;-2.048;M3III;1.6;-7.067151;108.713368;45.140745;-0.059929455;0.921889582;0.382793609;1.635712406;0.392817744;Eta;7;Gem;1;29582;;574.3809135;Eta;3.446;3.216
29623;29696;43039;2219;;44Kap Aur;;6.256304;29.498076;54.2594;-70.9;-261.73;20;4.32;0.648;G8IIIvar;1.021;-3.166482;47.119755;26.717109;-0.05835822;0.86841644;0.492395954;1.637896612;0.51483855;Kap;44;Aur;1;29623;;47.95125741;;;
29734;29807;43785;2256;;Kap Col;;6.275871;-35.140519;55.9597;0.39;87.58;24;4.37;0.631;G8II;0.978;-3.302105;45.641526;-32.209615;-0.059008626;0.815614201;-0.575585913;1.643019182;-0.613317751;Kap;;Col;1;29734;;48.70796665;;;
29924;29997;42818;2209;;;;6.314105;69.319787;53.6481;-1.64;-101.65;-7;4.76;1.112;A0Vn;0.025;-1.556212;18.881878;50.191283;-0.029007775;0.351958;0.935564969;1.653028882;1.209858522;;;Cam;1;29924;;31.27519311;;;
29987;30060;43378;2238;;2    Lyn;;6.327052;59.010964;48.0077;-3.51;24.43;-4;4.44;1.033;A2Vs;0.032;-2.113811;24.62735;41.155331;-0.044030666;0.5129875;0.85726521;1.656418448;1.029935624;;2;Lyn;1;29987;;33.63566357;UZ;4.451;4.431
30020;30093;44131;2275;;;;6.333222;-2.944493;142.4501;-7.31;-1;47;4.91;-0.858;M1III;1.613;-12.394869;141.721462;-7.317466;-0.087012006;0.99488496;-0.051368627;1.658033707;-0.051391092;;;Ori;1;30020;;191.9552524;;;
30049;30122;44402;2282;;1Zet CMa;;6.338553;-30.063367;111.1111;8;3.81;32;3.02;-2.209;B2.5V;-0.16;-8.512138;95.786306;-55.662081;-0.07660925;0.86207684;-0.500958779;1.659429365;-0.524704742;Zet;1;CMa;1;30049;;666.1929002;;;
30204;30277;44762;2296;;Del Col;;6.368564;-33.4364;71.736;-24.19;-52.48;-3;3.85;-0.429;G7II;0.858;-5.767253;59.585068;-39.52731;-0.08039552;0.830615981;-0.55101079;1.667286199;-0.58357527;Del;;Col;1;30204;;129.3004392;;;
30251;30324;44743;2294;;2Bet CMa;Mirzam;6.378329;-17.955918;151.0574;-3.45;-0.47;34;1.98;-3.916;B1II/III;-0.24;-14.209731;142.995999;-46.568852;-0.09406842;0.946633525;-0.308285804;1.669842696;-0.313389884;Bet;2;CMa;1;30251;;3209.223768;Bet;1.999;1.969
30270;30343;44478;2286;;13Mu  Gem;;6.382673;22.513586;71.0227;56.84;-108.79;55;2.87;-1.387;M3IIIvar;1.621;-6.562116;65.281443;27.194957;-0.092394629;0.91916307;0.382905142;1.670979989;0.392936199;Mu;13;Gem;1;30270;;312.4640086;Mu;2.946;2.826
30346;30419;44769;2298;;8Eps Mon;;6.396135;4.592865;37.4953;-20.88;10.75;15;4.39;1.52;A5IV;0.215;-3.86914;37.174221;3.002439;-0.10319;0.99143682;0.080075076;1.674504187;0.080160615;Eps;8;Mon;1;30346;;21.47830474;;;
30365;30438;45348;2326;;Alp Car;Canopus;6.399195;-52.69566;94.7867;19.99;23.67;21;-0.62;-5.504;F0Ib;0.164;-5.992679;57.132034;-75.396105;-0.063222783;0.602743149;-0.795429158;1.675305352;-0.919712775;Alp;;Car;1;30365;;13854.79168;;-0.547;-0.667
30447;30520;44537;2289;;46Psi1Aur;;6.414973;49.287893;100000;0.82;-2.48;5;4.92;-15.08;K5Iabvar;1.905;-7072.18485;64841.32078;75799.65257;-0.070721849;0.648413208;0.757996526;1.679435977;0.860236013;Psi-1;46;Aur;1;30447;;93756200.69;Psi-1;5.205;4.765
30715;30788;45813;2361;;Lam CMa;;6.469503;-32.58007;129.8701;-13.78;24.24;41;4.47;-1.098;B4V;-0.169;-13.417279;108.608383;-69.932353;-0.103313072;0.836284741;-0.538479242;1.693711819;-0.568629501;Lam;;CMa;1;30715;;239.4418173;;;
30794;30867;45725;2356;;11Bet Mon;;6.480297;-7.033062;207.4689;-7;-4.97;20;3.76;-2.825;B3Ve;-0.113;-25.823011;204.282357;-25.402943;-0.124466901;0.984640864;-0.122442173;1.696537844;-0.122750097;Bet;11;Mon;1;30794;;1174.897555;Bet;3.808;3.738
30810;30883;45542;2343;;18Nu  Gem;;6.482719;20.212133;166.9449;-5.98;-14.08;39;4.13;-1.983;B6III;-0.115;-19.745914;155.415378;57.67907;-0.118278031;0.93093816;0.345497646;1.697171758;0.352768269;Nu;18;Gem;1;30810;;541.0034069;;;
31052;31125;46328;2387;;4Xi 1CMa;;6.530935;-23.418422;423.7288;-2.72;6.45;27;4.34;-3.795;B1III;-0.245;-53.872246;385.075042;-168.408118;-0.127138505;0.908777128;-0.397443171;1.70979483;-0.408728561;Xi-1;4;CMa;1;31052;;2870.780582;Xi-1;4.362;4.312
31139;31216;46300;2385;;13    Mon;;6.548396;7.332965;100000;-3.89;-5.8;12;4.47;-15.53;A0Ib;0.023;-14190.69431;98161.68593;12763.52737;-0.141906943;0.981616859;0.127635274;1.714366184;0.127984385;;13;Mon;1;31139;;141905752.2;;;
31330;31407;47306;2435;;;;6.58294;-52.975607;418.41;-7.65;11.33;23;4.35;-3.758;B9III;-0.021;-38.301434;249.019454;-334.050014;-0.091540436;0.595156555;-0.798379613;1.723409578;-0.924598763;;;Car;1;31330;;2774.59756;;;
31339;31416;46933;2414;;5Xi 2CMa;;6.584274;-22.964793;135.318;13.11;16.52;26;4.54;-1.117;A0III;-0.035;-18.983936;123.138801;-52.796495;-0.140291284;0.909995721;-0.39016609;1.723758985;-0.400811249;Xi-2;5;CMa;1;31339;;243.6688423;;;
31512;31592;47205;2429;Gl 239.1;7Nu 2CMa;;6.611399;-19.255879;19.7511;62.32;-69.91;4.1;3.95;2.472;K1III+...;1.037;-2.971851;18.407811;-6.513678;-0.150465088;0.931989155;-0.329788113;1.730860124;-0.336078492;Nu-2;7;CMa;1;31512;;8.937169609;;;
31601;31681;47105;2421;;24Gam Gem;Alhena;6.628528;16.399252;33.5121;-2.04;-66.92;-13;1.93;-0.696;A0IV;0.001;-5.266162;31.714389;9.461403;-0.157142107;0.946356361;0.282327965;1.735344593;0.286220944;Gam;24;Gem;1;31601;;165.3484012;;;
31605;31685;47670;2451;;Nu  Pup;;6.629353;-43.195934;113.8952;-0.43;-3.99;28;3.17;-2.113;B8III SB;-0.103;-13.61885;81.907249;-77.960909;-0.11957352;0.71914575;-0.68449688;1.735560599;-0.753911264;Nu;;Pup;1;31605;;609.817664;;;
31620;31700;47442;2443;;8Nu 3CMa;;6.631506;-18.237478;129.199;-6.86;-8.47;-2;4.42;-1.136;K0II/III;1.137;-20.194927;121.035795;-40.433628;-0.156308694;0.93681681;-0.312956199;1.736124232;-0.318304032;Nu-3;8;CMa;1;31620;;247.9704899;;;
31746;31827;47667;2450;;;;6.654644;-14.145764;303.0303;4.58;-7;29;4.82;-2.587;K2III;1.459;-50.114033;289.536851;-74.057517;-0.165376311;0.955471618;-0.244389809;1.74218177;-0.246890152;;;CMa;1;31746;;943.6262203;;;
31751;31832;47174;2427;;50Psi2Aur;;6.655507;42.488877;127.551;-0.97;-55.65;17;4.8;-0.728;K3III;1.236;-16.062194;92.675681;86.154051;-0.125927621;0.726577455;0.675447868;1.742407746;0.741570795;Psi-2;50;Aur;1;31751;;170.2942562;;;
31895;31978;47839;2456;;15    Mon;;6.682961;9.895754;281.6901;-0.66;-2.51;33;4.66;-2.589;O7;-0.233;-49.352633;273.075535;48.410212;-0.175201873;0.96941829;0.171856278;1.749595173;0.172713491;;15;Mon;1;31895;;945.366046;S;4.675;4.635
32161;32246;48329;2473;;27Eps Gem;;6.732202;25.131124;259.0674;-5.93;-12.81;10;3.06;-4.007;A3mA6-A9;1.377;-44.684834;230.247724;110.023705;-0.172483431;0.888756069;0.424691432;1.762486296;0.438620861;Eps;27;Gem;1;32161;;3489.795674;;;
32164;32249;48433;2478;;30    Gem;;6.733137;13.228017;88.574;-2.29;-51.8;14;4.49;-0.247;K1III;1.167;-16.44796;84.640667;20.268144;-0.185697383;0.955592691;0.22882724;1.762731105;0.230872455;;30;Gem;1;32164;;109.3452697;;;
32263;32349;48915;2491;Gl 244A;9Alp CMa;Sirius;6.752481;-16.716116;2.6371;-546.01;-1223.08;-9.4;-1.44;1.454;A0m...;0.009;-0.494323;2.476731;-0.758485;-0.187449471;0.939187365;-0.287620871;1.76779537;-0.291751259;Alp;9;CMa;1;32263;Gl 244;22.82443312;;-1.333;-1.523
32276;32362;48737;2484;Gl 242;31Xi  Gem;;6.754824;12.895591;17.9986;-115.16;-190.91;30;3.35;2.074;F5IV;0.443;-3.444569;17.203451;4.0169;-0.19137983;0.955821619;0.223178469;1.768408783;0.225070523;Xi;31;Gem;1;32276;;12.8943662;;;
32352;32438;48250;2470;;12    Lyn;;6.770595;59.44167;65.8328;-18.11;-8.67;-3;4.86;0.768;A3V;0.084;-6.706626;32.791585;56.689392;-0.101873625;0.498104061;0.861111665;1.77253763;1.037452853;;12;Lyn;1;32352;;42.93386635;;;
32447;32533;49161;2503;;17    Mon;;6.788842;8.037254;151.0574;-23.34;-11.84;47;4.77;-1.126;K4III;1.396;-30.67067;146.395704;21.120444;-0.203039838;0.969139572;0.139817341;1.77731464;0.140276545;;17;Mon;1;32447;;245.6970828;;;
32492;32578;49293;2506;;18    Mon;;6.79768;2.412159;112.8668;-12.97;-12.36;11;4.48;-0.783;K0III;1.099;-23.378565;110.316881;4.750306;-0.207134117;0.977407714;0.042087718;1.779628551;0.042100118;;18;Mon;1;32492;;179.1430648;;;
32521;32607;50241;2550;Gl 248;Alp Pic;;6.803194;-61.941391;29.6033;-68.39;242.03;20.6;3.24;0.883;A7IV;0.225;-2.906455;13.618019;-26.124095;-0.098180102;0.460016924;-0.882472393;1.781071935;-1.081081225;Alp;;Pic;1;32521;;38.61890894;;;
32672;32759;50013;2538;;13Kap CMa;;6.830683;-32.508478;202.0202;-9.18;4.04;14;3.5;-3.027;B1.5IVne;-0.116;-36.758571;166.353338;-108.570651;-0.181954928;0.823449031;-0.537424728;1.78826872;-0.56737997;Kap;13;CMa;1;32672;;1415.141933;Kap;3.586;3.436
32675;32761;50337;2554;;;;6.830921;-53.622449;166.9449;-2.27;17.57;26;4.41;-1.703;G6II;0.899;-21.369861;96.682187;-134.411909;-0.128005474;0.579126329;-0.805127374;1.788330874;-0.935888296;;;Car;1;32675;;418.022829;V415;4.422;4.402
32682;32768;50310;2553;;Tau Pup;;6.832266;-50.61456;55.8036;34.23;-65.85;36;2.94;-0.793;K0III...;1.207;-7.654383;34.572281;-43.130564;-0.137166473;0.619534958;-0.772899311;1.788682995;-0.883390716;Tau;;Pup;1;32682;;180.8006552;;;
32758;32844;49520;2516;;58Psi7Aur;;6.846097;41.78123;116.144;-23.94;-138.02;61;4.99;-0.335;K3III;1.256;-19.027882;84.492261;77.385743;-0.16383009;0.727478484;0.666291354;1.792303998;0.729220028;Psi-7;58;Aur;1;32758;;118.5768748;;;
32769;32855;50235;2549;;;;6.847876;-34.367318;250;4.52;0.85;30;4.99;-2;K2/K3III;1.379;-45.430987;201.296088;-141.124218;-0.181723948;0.805184352;-0.564496872;1.79276962;-0.599822862;;;Pup;1;32769;;549.5408739;;;
32932;33018;50019;2540;;34The Gem;;6.879816;33.961254;57.971;-2.66;-47.67;21;3.6;-0.216;A3III;0.102;-10.97736;46.812348;32.384569;-0.189359507;0.807513205;0.558633955;1.801131679;0.592735699;The;34;Gem;1;32932;;106.2673865;;;
33005;33092;50707;2571;;15    CMa;;6.892474;-20.224254;373.1343;-5.14;4.07;28;4.82;-3.039;B1Ib;-0.212;-81.065196;340.61587;-128.990912;-0.217254742;0.912850601;-0.34569567;1.804445554;-0.352979816;;15;CMa;1;33005;;1430.869413;EY;4.832;4.812
33065;33152;50877;2580;;16Omi1CMa;;6.902209;-24.184211;100000;-3.46;5.02;36;3.89;-16.11;K3Iab;1.74;-21346.95329;88690.46703;-40967.16622;-0.213469533;0.88690467;-0.409671662;1.806994117;-0.422094104;Omi-1;16;CMa;1;33065;;242102904.7;Omi-1;4.086;3.826
33073;33160;50778;2574;;14The CMa;;6.903167;-12.038628;79.9361;-139.04;-14.47;97;4.08;-0.434;K4III;1.418;-18.313512;76.003688;-16.672541;-0.229101895;0.950805556;-0.20857336;1.807244774;-0.210113694;The;14;CMa;1;33073;;129.8972629;;;
33115;33202;50635;2564;Wo 9220A;38    Gem;;6.910732;13.177827;25.6279;70.19;-77.79;14.8;4.73;2.686;F0Vp;0.321;-5.893353;24.247254;5.842527;-0.229958483;0.946127229;0.227975254;1.809225374;0.229996472;;38;Gem;1;33115;Wo 9220;7.338376673;;;
33215;33302;51199;2590;;19Pi  CMa;;6.927064;-20.136497;29.5858;51.35;39.75;8;4.66;2.305;F2IV/V;0.374;-6.675726;26.963324;-10.185168;-0.22563953;0.911360315;-0.344258665;1.813501002;-0.351448169;Pi;19;CMa;1;33215;;10.42317429;;;
33260;33347;51309;2596;;20Iot CMa;;6.935618;-17.054242;769.2308;-2.46;1.91;41;4.36;-5.07;B3Ib/II;-0.063;-178.337623;713.454932;-225.597739;-0.231838901;0.927491375;-0.293277049;1.81574055;-0.297652675;Iot;20;CMa;1;33260;;9289.663868;Iot;4.371;4.351
33270;33357;51799;2608;;;;6.937775;-48.721144;263.8522;1.57;8.4;22;4.94;-2.167;M1III;1.668;-42.307688;168.850157;-198.287093;-0.160346163;0.639942199;-0.751508204;1.816305249;-0.850344378;;;Pup;1;33270;;640.9143566;;;
33362;33449;50522;2560;;15    Lyn;;6.954612;58.422759;54.6747;6.58;-123.53;9;4.35;0.661;G5III-IV;0.85;-7.080952;27.740855;46.57936;-0.129510578;0.507380105;0.85193627;1.8207131;1.01966951;;15;Lyn;1;33362;;47.38053933;;;
33398;33485;50973;2585;;16    Lyn;;6.960309;45.094094;73.8552;-21.67;-3.18;-8;4.9;0.558;A2Vn;0.027;-12.970166;50.498584;52.309156;-0.175616152;0.683751232;0.708266392;1.822204627;0.787040417;;16;Lyn;1;33398;;52.09547473;;;
33492;33579;52089;2618;;21Eps CMa;Adhara;6.977097;-28.972084;124.2236;2.63;2.29;27;1.5;-3.971;B2II;-0.211;-27.497987;105.141608;-60.171969;-0.2213588;0.846389961;-0.48438436;1.826599649;-0.505658252;Eps;21;CMa;1;33492;;3375.981049;;;
33607;33694;49878;2527;;;;7.001081;76.977408;56.338;73.18;-13.88;-26;4.55;0.796;K4III;1.365;-3.289278;12.261351;54.888833;-0.058384714;0.217639089;0.974277273;1.832878648;1.343509213;;;Cam;1;33607;;41.84080196;;;
33769;33856;52877;2646;;22Sig CMa;;7.028652;-27.93483;343.6426;-6.01;4.64;22;3.49;-4.191;K4III;1.729;-80.775471;292.659236;-160.9853;-0.235056629;0.851638406;-0.468467239;1.84009686;-0.487554765;Sig;22;CMa;1;33769;;4134.28108;Sig;3.546;3.446
33882;33971;52918;2648;;19    Mon;;7.048549;-4.239231;373.1343;-4.73;2.81;25;4.99;-2.869;B1V;-0.195;-100.870652;358.181085;-27.582498;-0.270333368;0.959925381;-0.0739211;1.845305835;-0.073988544;;19;Mon;1;33882;;1223.488805;V637;5.034;4.964
33888;33977;53138;2653;;24Omi2CMa;;7.050409;-23.833291;847.4576;-1.56;4.28;48;3.02;-6.621;B3Ia;-0.077;-210.498109;746.064177;-342.438173;-0.248387777;0.880355757;-0.404077057;1.845792775;-0.415969397;Omi-2;24;CMa;1;33888;;38761.44867;Omi-2;3.065;2.985
33956;34045;53244;2657;;23Gam CMa;;7.062637;-15.633286;135.5014;-0.81;-11.2;32;4.11;-1.55;B8II;-0.112;-35.835279;125.471916;-36.514903;-0.264464271;0.925982433;-0.269479895;1.848994004;-0.272852312;Gam;23;CMa;1;33956;;363.0780548;;;
33971;34059;53811;2672;;;;7.064896;-49.58392;60.5694;-53.69;139;27;4.92;1.009;A4IV;0.14;-10.806546;37.753134;-46.115083;-0.178415933;0.623303747;-0.761359416;1.849585374;-0.865402654;;;Pup;1;33971;;34.38745222;;;
34000;34088;52973;2650;;43Zet Gem;;7.068481;20.570297;421.9409;-5.72;-0.96;7;4.01;-4.116;G3Ibv SB;0.899;-109.067807;379.683873;148.25163;-0.25849072;0.899850839;0.351356387;1.850524028;0.359019411;Zet;43;Gem;1;34000;;3858.335599;Zet;4.172;3.702
34354;34444;54605;2693;;25Del CMa;Wezen;7.139857;-26.3932;492.6108;-2.75;3.33;34;1.83;-6.633;F8Ia;0.671;-129.733458;421.761488;-218.979855;-0.26335894;0.856175886;-0.444529139;1.869210132;-0.460648234;Del;25;CMa;1;34354;;39192.23225;;;
34389;34481;55865;2736;;Gam2Vol;;7.145788;-70.498932;42.8633;23.71;108.06;3;3.78;0.62;G8IIIvar;1.006;-4.22812;13.669876;-40.404484;-0.098641962;0.318917955;-0.942635868;1.870763032;-1.230438476;Gam-2;;Vol;1;34389;;49.20395357;;3.871;3.741
34404;34495;54893;2702;;;;7.147519;-39.655657;223.2143;-10.97;7.01;20;4.83;-1.914;B3IV/V;-0.179;-50.854474;164.1546;-142.449266;-0.227828029;0.735412561;-0.638172671;1.871216209;-0.692121776;;;Pup;1;34404;;507.6916259;;;
34530;34622;54810;2701;;20    Mon;;7.170467;-4.237106;62.1891;0;217.85;79;4.91;0.941;K0III;1.02;-18.708565;59.13078;-4.594836;-0.300833506;0.95082225;-0.073884909;1.877223918;-0.073951454;;20;Mon;1;34530;;36.61002285;;;
34601;34693;54719;2697;;46Tau Gem;;7.185659;30.245163;98.4252;-31;-48.4;22;4.41;-0.556;K2III;1.261;-25.971151;80.964075;49.576976;-0.263866886;0.822594976;0.50370206;1.881201205;0.527877676;Tau;46;Gem;1;34601;;145.3449678;;;
34660;34752;54716;2696;;63    Aur;;7.194255;39.320549;148.8095;44.17;2.09;-27;4.91;-0.953;K4II-III;1.451;-35.409626;109.539726;94.294231;-0.237952725;0.736107076;0.633657334;1.883451565;0.686273039;;63;Aur;1;34660;;209.5077052;;;
34677;34769;55185;2714;;22Del Mon;;7.197739;-0.492764;117.7856;-0.22;6.68;15;4.15;-1.205;A2V;-0.005;-36.330133;112.038272;-1.012987;-0.308442908;0.951205173;-0.008600262;1.884363649;-0.00860036;Del;22;Mon;1;34677;;264.2408757;;;
34741;34834;55892;2740;Gl 268.1;;;7.20935;-46.759305;21.427;-135.6;106.79;1.1;4.49;2.835;F0IV;0.324;-4.57015;13.949318;-15.609196;-0.213289308;0.651015915;-0.728482569;1.887403547;-0.816103826;;;Pup;1;34741;;6.397348355;QW;4.506;4.476
34805;34899;56022;2746;;;;7.220377;-45.182739;56.5291;-24.84;-88.24;4;4.87;1.109;Ap;-0.003;-12.51457;37.828102;-40.099419;-0.221382792;0.669179272;-0.709358879;1.89029023;-0.788587563;;;Pup;1;34805;;31.36172917;OU;4.879;4.859
34828;34922;56096;2748;;;;7.225637;-44.639739;64.0615;107.12;325.32;53;4.42;0.387;M5e;1.331;-14.37652;43.256072;-45.012936;-0.224417474;0.675227274;-0.70265192;1.891667353;-0.779110419;;;Pup;1;34828;;60.9817664;L-2;4.944;4.084
34887;34981;56014;2745;;27    CMa;;7.237559;-26.352507;531.9149;-6.58;3.89;16.3;4.42;-4.209;B3III;-0.17;-151.739539;451.839925;-236.11313;-0.28527033;0.849459049;-0.443892679;1.894788524;-0.459938007;;27;CMa;1;34887;;4203.393032;EW;4.462;4.402
34926;35020;56456;2762;;;;7.243928;-48.271927;115.4734;-4.18;0.63;39;4.75;-0.562;B8/B9V;-0.091;-24.589751;72.819168;-86.179461;-0.212947319;0.630614219;-0.746314398;1.896456;-0.842504057;;;Pup;1;34926;;146.1503972;;;
34943;35037;56139;2749;;28Ome CMa;;7.246849;-26.772667;279.3296;-11.5;7.67;26;4.01;-3.221;B2IV/Ve;-0.15;-79.967595;236.217084;-125.824594;-0.286283999;0.845657188;-0.450452061;1.897220521;-0.467271194;Ome;28;CMa;1;34943;;1691.998603;Ome;4.025;3.775
35110;35205;56618;2766;;;;7.276387;-27.881179;124.2236;-12.48;38.83;42;4.66;-0.811;M2III;1.589;-36.012762;103.730384;-58.092035;-0.28990274;0.835029608;-0.467640891;1.904953727;-0.486618368;;;CMa;1;35110;;183.8230637;;;
35115;35210;56577;2764;;;;7.276898;-23.315594;434.7826;-4.91;3.01;28;4.83;-3.361;K4III;1.601;-131.002952;377.175131;-172.085079;-0.301306796;0.867502819;-0.39579569;1.905087527;-0.406933885;;;CMa;1;35115;;1924.863778;;;
35132;35228;57623;2803;;Del Vol;;7.280508;-67.957152;226.2443;-4.11;8.5;23;3.97;-2.803;F6II;0.76;-27.934552;80.182853;-209.706812;-0.123470744;0.354408279;-0.926904289;1.906032507;-1.186076047;Del;;Vol;1;35132;;1151.330474;;;
35169;35264;56855;2773;;Pi  Pup;;7.285711;-37.09747;247.5248;-10.57;7;16;2.71;-4.258;K3Ib;1.616;-65.206299;186.349551;-149.300305;-0.263433397;0.752852041;-0.603173116;1.907394559;-0.647472992;Pi;;Pup;1;35169;;4397.440784;Pi;2.741;2.681
35253;35350;56537;2763;Wo 9231A;54Lam Gem;;7.30155;16.540383;30.931;-46.09;-37.9;-9.2;3.58;1.128;A3V...;0.106;-9.909037;27.946222;8.805756;-0.320359413;0.903502053;0.284690311;1.91154131;0.288684144;Lam;54;Gem;1;35253;Wo 9231;30.81768417;;;
35266;35363;57150;2787;;;;7.30511;-36.733962;246.3054;-11.29;1.85;19;4.65;-2.307;B2V+...;-0.099;-66.140466;185.983966;-147.315434;-0.268530312;0.755094959;-0.598100707;1.912473198;-0.641128585;;;Pup;1;35266;;729.12166;NV;4.694;4.494
35315;35412;57060;2781;;29    CMa;;7.311216;-24.558701;584.7953;-2.84;2.68;-11;4.88;-3.955;O7f;-0.16;-179.020796;500.860177;-243.055684;-0.306125572;0.856470934;-0.415625235;1.914071983;-0.428630193;;29;CMa;1;35315;;3326.595533;UW;5.205;4.805
35317;35415;57061;2782;;30Tau CMa;;7.311802;-24.954375;917.4312;-1.82;3.74;40;4.37;-5.443;O9Ib;-0.132;-280.07639;783.212348;-387.061103;-0.305283263;0.853701452;-0.421896599;1.914225255;-0.435536012;Tau;30;CMa;1;35317;;13097.84962;Tau;4.408;4.348
